prompt,image_path
**<https://s.mj.run/JHJvf3eYcuo> liquid wooden chainmail ferrofluid:: ultraviolet knight in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful golden braided hair:: full body shot:: --no blurry blur bokeh --ar 9:16 --uplight** - Upscaled (Light) by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_289.png
"**<https://s.mj.run/AQEC5eqvBvQ> mice eating dinner in front of eiffel tower, night, stars, moonlight, big moon, miniature, pixar, childrens book** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15148.png
"**<https://s.mj.run/m5CTZb68Bow> sargent painting of a man traveling an oriental street in the 1880s, muted colors, artstation, concept art, beautiful lighting, haze, sun, hot, palmtrees, camel, merchants, spice, market, golden light, colorful clothing, --ar 2:1** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1798.png
**advertisement poster for 2010 offbrand modern sleek futuristic MP3 player —ar 9:16** - <@988372478797709322>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10752.png
"**<https://s.mj.run/6mbJtzP2ZKs> a ginger spirit god, creepy, studio ghibli** - <@941060375502270505>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27702.png
**<https://s.mj.run/xWhRKDZEqj0> Six samurai shoulder to shoulder at the gates of a cyberpunk city :: hyper real :: neon :: at dawn :: painterly :: silhouette** - <@139918551237656576>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17850.png
**<https://s.mj.run/ixVGCGjzZT4> denwen** - <@923679740219506708>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6785.png
"**alien clothing, Pharaonic patterns, atmospheric, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - <@382289069012680704>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19934.png
**surreal painting of cityscape viewed overhead and divided into discontinuous fragmented sections of space** - Upscaled by <@909607632808058881>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21295.png
"**stunning beautiful synthwave astronaut woman portrait by yildiray cinar, by mike allred, by charlie bowater, illustration, magical realism, cgsociety, cosmic nebula, synthwave --uplight** - <@264540572755165184>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19727.png
"**scary mouth, many teeth look like grace stones, by Karel Thole and Mike Mignola --ar 2:3** - <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16780.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21752.png
"**<https://s.mj.run/YCoQkoM_YOw> cute cyberpunk dragon Personal toy robot ,retro , full body size real studio lighting,octane render, real studio lighting, 8k, blue color scheme** - Upscaled (Max) by <@984322471551443004>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14251.png
"**1999 movie poster, feel good comedy, good vibes, star actor —ar 9:16** - <@988372478797709322>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10721.png
**Bill Sienkiewicz couple of punks boom box hyper realistic Polaroid 1977 --aspect 4:5** - Upscaled by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_676.png
"**Allen Woody, Americana, psychedelic, roadside, mystery, model face, sunset, bust portrait, Nekro, Craig Mullins, Doron Langberg realistic, hyper-detailed, artstation trending --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16681.png
"**spaceships flying around alien pyramids, Pharaonic patterns, sunset, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26528.png
"**<https://s.mj.run/BUYFoNPYY-I> Highly detailed multicolored Japanese abstract,3d rendering with octane number, unreal engine, hyperrealistic** - Upscaled by <@900046787291779072>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18071.png
"**alien sarcophagus museum display, patterns, highly detailed and intricate, hyper realistic, yellow and blue, volumetric light, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28293.png
"**punk wizard tower, stilts, magical swamp --aspect 1:5** - Upscaled (Max) by <@109400117135581184> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12525.png
**a series of satanic postcards** - <@688517415285555389>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20273.png
**Voltron street art Russian  prison tattoos** - Upscaled by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15417.png
**gigantic tree with a retro futuristic raygun gothic style city nestled in its branches angles golden hour sunset --aspect 9:19** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25606.png
"**Soundwaves becoming a city skyline, teal and orange** - Upscaled by <@360135582317543425>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8697.png
**<https://s.mj.run/bnh0iz37U7A> A New Mission concept art realistic  concept art 4K symmetrical character --iw 6 --ar 8:12** - Upscaled by <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10983.png
"**isometric view miniature industry style building model , hyper realistic, 3D octane render, detailed , clean background** - <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13420.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28375.png
******1970s Howard Johnsons exterior 1979 1978 1977 1976 1975 1974 1973 Pizza Hut exterior retro futurism raygun Gothic style Fast food chain restaurant exterior 1970s 70s  googie Architecture southwestern color palette chaos randomness Wienerschnitzel exterior --aspect 19:9** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3225.png
"**<https://s.mj.run/E3pow2k0qno> tropical islands, clouds, acrylic painting, hyper realistic, highly detailed, 8k --ar 9:16 --no ship** - <@713319244347211797> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13019.png
"**etailed render of a magical gem powered hoverbike cyberpunk jet bike, trending on cgsociety, flying vehicle, magical spell** - <@110859748303192064>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24588.png
"**<https://s.mj.run/0te7744N0wc> stunning devil of horror:: photography of a satan wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, backlit beautiful face, clean brush stroke, 8k character concept art, by WLOP and artgerm, 3d, --ar 2:3 --uplight --iw 1.8 --stop 80** - <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27669.png
"**1980’s photo, outdoors, massive mechanical monolith compartments intricate detail** - <@988372478797709322>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9795.png
"**<https://s.mj.run/_UWbk3CWoi8> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10688.png
**HR Geiger robot friends** - Upscaled by <@294646882985181185>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22860.png
"**<https://s.mj.run/b3W06tH1oyU> a sup, in milokai style ,top view ,white back ground** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12223.png
"**<https://s.mj.run/lek2F5JSuVo> an astronaut riding a colorful carousel, full length, highly detailed, simple composition, simple background** - <@981956077161685083>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6955.png
"**utopian city on terraces, lots of trees and green, solar powered, windmills, futuristic, white domes, Getty Museum, Calatrava, Robert McCall, Syd Mead, John Berkey —ar 16:9** - <@249397224176353281> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12081.png
Here to make awesome stuff.,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29614.png
"**cinematic, Renascence, dark, marie antounette, headress, concept art, ballet, soft lighting, lilies, twisted thornes and vines, soft lighting, fashion --ar 16:9** - <@171319356993699857>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26626.png
**sup board design** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13190.png
"**alien book, Pharaonic patterns, atmospheric, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26163.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28374.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15361.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28327.png
"**<https://s.mj.run/_qtUX7VBWnU> --iw 0.5 octane, photoreal, hyperreal, tiny woman hiding amongst leaves, arietty secret garden, macro, --ar 6:4** - Upscaled by <@915823609405136936>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18668.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28138.png
**retro-futuristic impossible asymmetrical soviet brutalist random architecture utopia plants everywhere weird bizarre unique raygun gothic style crowded maximalist highly detailed environment depth perspective octane render --aspect 7:21** - Upscaled (Max) by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20152.png
But don't expect too much because*my*  eyes are already falling out,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1067.png
**ortodox painting** - <@199529578111303680>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_223.png
**ugly old man with very big ruddy nose by Beksinkski** - Upscaled by <@936947014330122272> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29079.png
"**children of the mist, dark, creepy , moody, cinematic** - <@989021160282931250> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12952.png
"**city street a highly detailed render of ultra-high resolution, stalenhag desert landscape canyon as rendered in unreal 3D   --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11548.png
**Karl Malden illustration Main Street comic 1970’s --ar 8:11** - Upscaled by <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18872.png
**James Dean illustration Main Street comic 1970’s --ar 8:11** - Upscaled by <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18928.png
"**<https://s.mj.run/9PwP82RIYhk> litter of kittens, modeled in Poser, redshift render, style Veerle Ritstier, --iw 1.5 --aspect 16:9 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26696.png
**horse drawing by a five year old in displaced sand on the beach** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24156.png
"**<https://s.mj.run/JRgErtYWcM8> beautiful chinese girl on pinterest search, swinging sword, chinese costume, Girl, bamboo forest , bamboo leaf falling,windy, stunning atmosphere, insanely detailed and intricate, golden ratio,hypermaximalist, matte painting, cinematic, epic, cgsociety, pinterest , Artstation trending , james jean, Brian froud, ross tran, Laputa, Ruan Jia , Huang Guangjian —ar 16:9 —uplight —no blur** - Upscaled (Light) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16778.png
MEAT,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5451.png
**An AI living in the cosmos** - Upscaled by <@167082239794872320> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4686.png
**learning history in a virtual world** - <@971186707061940265>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_380.png
**a series of halloween exorcist postcards** - <@688517415285555389>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20262.png
"**<https://s.mj.run/SILkyVgKuwg> female chaos demon by Beksinkski, 4k, ambient occlusion** - <@936947014330122272> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28984.png
"**aerial view of surrealistic alien monument, Pharaonic patterns, sunset, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28090.png
"**princess, poker, card, palace, ghibli style** - <@812023760705683477>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11772.png
**Painting of camera filming surrealist cityscape** - <@748270788125261924>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12995.png
"**portrait of an axolotl in a pink lagoon with dramatic lighting from the top in the style of  national geographic photography hyperealistic details, close up, artstation** - Upscaled by <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12651.png
"**a sup board with ocean wave pattern, top view , --w 300 --h 600** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11785.png
"**<https://s.mj.run/lv86qthR674> Androgyn human Head made of Glas, headband made of spikes, dramatic studio light** - <@797513787133394944>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29161.png
"**sargent painting of a man traveling an oriental street in the 1880s, muted colors, artstation, concept art, beautiful lighting, haze, sun, hot, palmtrees, camel, merchants, spice, market, golden light, colorful clothing, --ar 2:1** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1862.png
